Kiswahili;Deutsch;Zusatz de;Wortart;Klasse;Animate;Singular Kiswahili;Klasse Singular;Plural Kiswahili;Klasse Plural;Plural Deutsch;Einsilbig;Verbstamm;Infinitiv;Thema;Anmerkung
-pita;überqueren;;Verb;;0;;;;;;0;pita;kupita;Allgemein;
ipi;welcher;;Sonstige;;0;;;;;;0;;;Allgemein;
ipi;welches;;Sonstige;;0;;;;;;0;;;Allgemein;
ipi;welche;;Sonstige;;0;;;;;;0;;;Allgemein;
Njia ya kwenda stesheni iko wapi?;Wo ist der Weg zum Bahnhof?;;Beispiel;;0;;;;;;0;;;Allgemein;
Njia hii ni ya kwenda Masasi?;Ist dies die Strasse nach Masasi?;;Beispiel;;0;;;;;;0;;;Allgemein;
njia;Strasse;;Substantiv;9/10;0;njia;9;njia;10;Strassen;0;;;Allgemein;
-piga maraundi;schlendern;;Verb;;0;;;;;;0;piga maraundi;kupiga maraundi;Allgemein;
-piga maraundi;eine Runde drehen;;Verb;;0;;;;;;0;piga maraundi;kupiga maraundi;Allgemein;
muhimu;wichtig;;Adjektiv;;0;;;;;;0;;;Allgemein;
muhimu;bedeutend;;Adjektiv;;0;;;;;;0;;;Allgemein;
muhimu;entscheidend;;Adjektiv;;0;;;;;;0;;;Allgemein;
muhimu;gewichtig;;Adjektiv;;0;;;;;;0;;;Allgemein;
vile vile;gleichfalls;;Sonstige;;0;;;;;;0;;;Allgemein;
vile vile;ebenso;;Sonstige;;0;;;;;;0;;;Allgemein;
vile vile;desgleichen;;Sonstige;;0;;;;;;0;;;Allgemein;
vile vile;auch;;Sonstige;;0;;;;;;0;;;Allgemein;
-vua nguo;sich ausziehen;;Verb;;0;;;;;;0;vua nguo;kuvua nguo;Allgemein;
-vaa nguo;sich anziehen;;Verb;;0;;;;;;0;vaa nguo;kuvaa nguo;Allgemein;
nguo;Kleidung;;Substantiv;9/10;0;nguo;9;nguo;10;Kleidung;0;;;Allgemein;
nguo;Stoff;;Substantiv;9/10;0;nguo;9;nguo;10;Stoffe;0;;;Allgemein;
nguo;Kleid;;Substantiv;9/10;0;nguo;9;nguo;10;Kleider;0;;;Allgemein;
nguo;Anzug;;Substantiv;9/10;0;nguo;9;nguo;10;Anzüge;0;;;Allgemein;
-nawa;sich waschen (Hände, Gesicht, Füsse);;Verb;;0;;;;;;0;nawa;kunawa;Allgemein;
Ninanawa uso.;Ich wasche mein Gesicht.;;Beispiel;;0;;;;;;0;;;Allgemein;
Alinawa mikono.;Er wusch seine Hände.;;Beispiel;;0;;;;;;0;;;Allgemein;
uso;Gesicht;;Substantiv;11/10;0;uso;11;nyuso;10;Gesichter;0;;;Allgemein;
uso;Antlitz;;Substantiv;11/10;0;uso;11;nyuso;10;Antlitze;0;;;Allgemein;
uso;Gesichtsausdruck;;Substantiv;11/10;0;uso;11;nyuso;10;Gesichtsausdrücke;0;;;Allgemein;
-beba;tragen;;Verb;;0;;;;;;0;beba;kubeba;Allgemein;
-ogelea;schwimmen;;Verb;;0;;;;;;0;ogelea;kuogelea;Allgemein;
-ongelea;über etw. sprechen;;Verb;;0;;;;;;0;ongelea;kuongelea;Allgemein;
bahari;Ozean;;Substantiv;9/10;0;bahari;9;bahari;10;Ozeane;0;;;Allgemein;
-tembea;spazieren;;Verb;;0;;;;;;0;tembea;kutembea;Allgemein;
lazima;erforderlich;;Sonstige;;0;;;;;;0;;;Allgemein;
lazima;dringend;;Sonstige;;0;;;;;;0;;;Allgemein;
-zima;auslöschen;;Verb;;0;;;;;;0;zima;kuzima;Allgemein;
-linda;bewachen;;Verb;;0;;;;;;0;linda;kulinda;Allgemein;
-linda;wachen;;Verb;;0;;;;;;0;linda;kulinda;Allgemein;
-linda;beschützen;;Verb;;0;;;;;;0;linda;kulinda;Allgemein;
-linda;behüten;;Verb;;0;;;;;;0;linda;kulinda;Allgemein;
-linda;bewahren;;Verb;;0;;;;;;0;linda;kulinda;Allgemein;
Nenda moja kwa moja mpaka duka la dawa, halafu nenda upande wa kushoto, baada ya meta hamsini utaona stesheni.;Geh gerade aus bis zur Apotheke, dann geh auf die linke Seite, nach 50m siehst du den Bahnhof.;;Beispiel;;0;;;;;;0;;;Reisen, Hotel, Restaurant;
fasiri kwa kiswahili;übesetze ins Kiswahili;;Ausdruck;;0;;;;;;0;;;Allgemein;
ngoma;traditioneller Tanz;;Substantiv;9/10;0;ngoma;9;ngoma;10;traditionelle Tänze;0;;;Allgemein;
-onyesha;erklären;;Verb;;0;;;;;;0;onyesha;kuonyesha;Allgemein;
-onyesha;vorführen;;Verb;;0;;;;;;0;onyesha;kuonyesha;Allgemein;
-onyesha;darstellen;;Verb;;0;;;;;;0;onyesha;kuonyesha;Allgemein;
-onyesha;schildern;;Verb;;0;;;;;;0;onyesha;kuonyesha;Allgemein;
katikati ya;zwischen;;Sonstige;;0;;;;;;0;;;Allgemein;
katikati ya;inmitten;;Sonstige;;0;;;;;;0;;;Allgemein;
katikati;Zentrum;;Substantiv;9/10;0;katikati;9;katikati;10;Zentren;0;;;Allgemein;
katika;nach;;Sonstige;;0;;;;;;0;;;Allgemein;
katika;an;;Sonstige;;0;;;;;;0;;;Allgemein;
katika;bei;;Sonstige;;0;;;;;;0;;;Allgemein;
katika;zu;;Sonstige;;0;;;;;;0;;;Allgemein;
katika;auf;;Sonstige;;0;;;;;;0;;;Allgemein;
katika;während;;Sonstige;;0;;;;;;0;;;Allgemein;
-shinda;bezwingen;;Verb;;0;;;;;;0;shinda;kushinda;Allgemein;
-shinda;unterwerfen;;Verb;;0;;;;;;0;shinda;kushinda;Allgemein;
-shinda;überwinden;;Verb;;0;;;;;;0;shinda;kushinda;Allgemein;
muuguzi;Krankenschwester;;Substantiv;1/2;0;muuguzi;1;wauguzi;2;Krankenschwestern;0;;;Allgemein;
muuguzi;Krankenpfleger;;Substantiv;1/2;0;muuguzi;1;wauguzi;2;Krankenpfleger;0;;;Allgemein;
tatizo;Schwierigkeit;;Substantiv;5/6;0;tatizo;5;matatizo;6;Schwierigkeiten;0;;;Allgemein;
tatizo;Problem;;Substantiv;5/6;0;tatizo;5;matatizo;6;Probleme;0;;;Allgemein;
tatizo;Krise;;Substantiv;5/6;0;tatizo;5;matatizo;6;Krisen;0;;;Allgemein;
tatizo;Konflikt;;Substantiv;5/6;0;tatizo;5;matatizo;6;Konflikte;0;;;Allgemein;
tembelea;besuchen;;Verb;;0;;;;;;0;tembelea;kutembelea;Allgemein;
mwana;Sohn;;Substantiv;1/2;0;mwana;1;wana;2;Söhne;0;;;Allgemein;
mwana;Kind;;Substantiv;1/2;0;mwana;1;wana;2;Kinder;0;;;Allgemein;
ngazi;Leiter;;Substantiv;9/10;0;ngazi;9;ngazi;10;Leitern;0;;;Arbeit, Handwerk;
ngazi;Stufe;;Substantiv;9/10;0;ngazi;9;ngazi;10;Stufen;0;;;Arbeit, Handwerk;
-vuta sigara;(Zigaretten) rauchen;;Verb;;0;;;;;;0;vuta sigara;kuvuta sigara;Allgemein;
sigara;Zigarette;;Substantiv;9/10;0;sigara;9;sigara;10;Zigaretten;0;;;Allgemein;
muhogo;Maniok(pflanze);;Substantiv;3/4;0;muhogo;3;mihogo;4;Maniokpflanzen;0;;;Allgemein;
muhogo;Casava;;Substantiv;3/4;0;muhogo;3;mihogo;4;Casawa;;;;Allgemein;
mwisho wa wiki;Wochenende;;Substantiv;3/4;0;mwisho wa wiki;3;miwisho ya wiki;4;Wochenenden;0;;;Allgemein;
mwisho;Ende;;Substantiv;3/4;0;mwisho;3;miwisho;4;Enden;0;;;Allgemein;
mwisho;Schluss;;Substantiv;3/4;0;mwisho;3;miwisho;4;Schlüsse;0;;;Allgemein;
mwisho;Abschluss;;Substantiv;3/4;0;mwisho;3;miwisho;4;Abschlüsse;0;;;Allgemein;
kwa ajili hiyo;deswegen;;Sonstige;;;;;;;;;;;Allgemein;
kwa hiyo;deswegen;;Sonstige;;0;;;;;;0;;;Allgemein;
utawala;Verwaltung;;Substantiv;11/10;0;utawala;11;tawala;10;Verwaltungen;0;;;Allgemein;
utawala;Administration;;Substantiv;11/10;0;utawala;11;tawala;10;Administrationen;0;;;Allgemein;
utawala;Herrschaft;;Substantiv;11/10;0;utawala;11;tawala;10;Herrschaften;0;;;Allgemein;
utawala;Herrschaftsform;;Substantiv;11/10;0;utawala;11;tawala;10;Herrschaftsformen;0;;;Allgemein;
utawala;Regierungsform;;Substantiv;11/10;0;utawala;11;tawala;10;Regierungsformen;0;;;Allgemein;
mtawala;Verwalter;;Substantiv;1/2;0;mtawala;1;watawala;2;Verwalter;0;;;Allgemein;
mtawala;Administrator;;Substantiv;1/2;0;mtawala;1;watawala;2;Administratoren;0;;;Allgemein;
Kompyuta imepona.;Der Computer ist wieder in Ordnung (repariert).;;Beispiel;;0;;;;;;0;;;Computer;
-patia;[jmdm. etw.] zur Verfügung stellen;;Verb;;;;;;;;0;patia;kupatia;Allgemein;
-ruhusu;genehmigen;;Verb;;0;;;;;;0;ruhusu;kuruhusu;Allgemein;
-ruhusu;gestatten;;Verb;;0;;;;;;0;ruhusu;kuruhusu;Allgemein;
bidii;Bemühung;;Substantiv;9;0;bidii;9;;;;0;;;Allgemein;
bidii;Energie;;Substantiv;9;0;bidii;9;;;;0;;;Allgemein;
bidii;Eifer;;Substantiv;9;0;bidii;9;;;;0;;;Allgemein;
-fanya bidii;sich bemühen;;Verb;;0;;;;;;0;fanya bidii;kufanya bidii;Allgemein;
kwa bidii;fleissig;;Sonstige;;0;;;;;;0;;;Allgemein;
bado;noch nicht;;Adverb;;0;bado;;;;;0;;;Allgemein;
Wageni wamefika? Bado.;Sind die Gäste angekommen? Noch nicht.;;Beispiel;;0;;;;;;0;;;Allgemein;
mgeni;Fremder;;Substantiv;1/2;0;mgeni;1;wageni;2;Fremde;0;;;Allgemein;
barua pepe;Email;;Substantiv;9/10;0;barua pepe;9;barrua pepe;10;Emails;0;;;Allgemein;
-kosa nafasi;Gelegenheit verpassen;;Verb;;0;;;;;;0;kosa nafasi;kukosa nafasi;Allgemein;
Nimefurahi kukutana na wewe.;Ich freue mich, dich zu treffen.;;Beispiel;;0;;;;;;0;;;Allgemein;
Tafadhali usikose kumwambia.;Bitte vergiss nicht, es ihm zu sagen.;;Beispiel;;0;;;;;;0;;;Allgemein;
mwanamke;Frau;;Substantiv;1/2;0;mwanamke;1;wanawake;2;Frauen;0;;;Allgemein;
mwanamume;Mann;;Substantiv;1/2;0;mwanamume;1;wanaume;2;Männer;0;;;Allgemein;
-kosa;sich irren;;Verb;;0;;;;;;0;kosa;kukosa;Allgemein;
-kosa;Fehler machen;;Verb;;0;;;;;;0;kosa;kukosa;Allgemein;
-kosa;verpassen;;Verb;;0;;;;;;0;kosa;kukosa;Allgemein;
-kosa;versäumen;;Verb;;0;;;;;;0;kosa;kukosa;Allgemein;
-kosa;verfehlen;;Verb;;0;;;;;;0;kosa;kukosa;Allgemein;
-pasa;nötig sein;;Verb;;0;;;;;;0;pasa;kupasa;Allgemein;
-pasa;sich gehören;;Verb;;0;;;;;;0;pasa;kupasa;Allgemein;
-pasa;sich geziemen;;Verb;;0;;;;;;0;pasa;kupasa;Allgemein;
-pasa;gebühren;;Verb;;0;;;;;;0;pasa;kupasa;Allgemein;
imepasa;es ist nötig;;Sonstige;;0;;;;;;0;;;Allgemein;
haipasi;es gehört sich nicht;;Sonstige;;0;;;;;;0;;;Allgemein;
inanipasa;ich muss;;Ausdruck;;0;;;;;;0;;;Allgemein;
inampasa;er muss;;Ausdruck;;0;;;;;;0;;;Allgemein;
inatupasa;wir müssen;;Ausdruck;;0;;;;;;0;;;Allgemein;
-lazimu;müssen;;Verb;;0;;;;;;0;lazimu;kulazimu;Allgemein;
-lazimu;verpflichtet sein;;Verb;;0;;;;;;0;lazimu;kulazimu;Allgemein;
inanilazimu;ich muss;;Ausdruck;;0;;;;;;0;;;Allgemein;
inamlazimu;er muss;;Ausdruck;;0;;;;;;0;;;Allgemein;
inakulazimu;du musst;;Ausdruck;;0;;;;;;0;;;Allgemein;
inatulazimu;wir müssen;;Ausdruck;;0;;;;;;0;;;Allgemein;
-bidi;nötigen;;Verb;;0;;;;;;0;bidi;kubidi;Allgemein;
-bidi;müssen;;Verb;;0;;;;;;0;bidi;kubidi;Allgemein;
inanibidi;ich muss;;Ausdruck;;0;;;;;;0;bidi;kubidi;Allgemein;
imenibidi;ich musste;;Ausdruck;;0;;;;;;0;bidi;kubidi;Allgemein;
nafasi;Gelegenheit;;Substantiv;9/10;0;nafasi;9;nafasi;10;Gelegenheiten;0;;;Allgemein;
nafasi;Möglichkeit;;Substantiv;9/10;0;nafasi;9;nafasi;10;Möglichkeiten;0;;;Allgemein;
nafasi;Raum;;Substantiv;9/10;0;nafasi;9;nafasi;10;Räume;0;;;Allgemein;
nafasi;Platz;;Substantiv;9/10;0;nafasi;9;nafasi;10;Plätze;0;;;Allgemein;
tairi;Reifen;;Substantiv;5/6;0;tairi;5;matairi;6;Reifen;0;;;Allgemein;
sina nafasi;ich habe keine Zeit;;Ausdruck;;0;;;;;;0;;;Allgemein;
-pigia simu;[jmdn.] anrufen;;Verb;;;;;;;;0;pigia simu;kupigia simu;Allgemein;
Nitakupigia baadaye;Ich rufe dich später an (zurück).;;Beispiel;;0;;;;;;0;;;Allgemein;
hiyo;diese(r, -s) erwähnte(n);;Sonstige;;0;;;;;;0;;;Allgemein;
hiyo;diese(r, -s) genannte(n);;Sonstige;;0;;;;;;0;;;Allgemein;
hiyo;auf diese Weise;;Adverb;;0;;;;;;0;;;Allgemein;
hiyo;so;;Adverb;;0;;;;;;0;;;Allgemein;
-ziba;zustopfen;;Verb;;0;;;;;;0;ziba;kuziba;Allgemein;
-ziba;abdichten;;Verb;;0;;;;;;0;ziba;kuziba;Allgemein;
-ziba;auffüllen;;Verb;;0;;;;;;0;ziba;kuziba;Allgemein;
siyo;nicht;;Sonstige;;0;;;;;;0;;;Allgemein;
siyo;es ist nicht so;;Sonstige;;0;;;;;;0;;;Allgemein;
Siyo namba yake.;Das ist nicht seine Telefonnummer.;;Beispiel;;0;;;;;;0;;;Allgemein;
mwenzangu;mein Partner;;Substantiv;1/2;0;mwenzangu;1;wenzangu;2;meine Partner;;;;Allgemein;
mwenzi;Kollege;;Substantiv;1/2;0;mwenzi;1;wenzi;2;Kollegen;0;;;Allgemein;
mwenzi;Freund;;Substantiv;1/2;0;mwenzi;1;wenzi;2;Freunde;0;;;Allgemein;
mwenzi;Gefährte;;Substantiv;1/2;0;mwenzi;1;wenzi;2;Gefährten;0;;;Allgemein;
mwenzi;Genosse;;Substantiv;1/2;0;mwenzi;1;wenzi;2;Genossen;0;;;Allgemein;
mwenzi;Kamerad;;Substantiv;1/2;0;mwenzi;1;wenzi;2;Kameraden;0;;;Allgemein;
mwenzio;dein Partner;;Substantiv;1/2;0;mwenzio;1;wenzio;2;deine Partner;;;;Allgemein;
mwenziwe;sein Partner;;Substantiv;1/2;0;mwenziwe;1;wenziwe;2;seine Partner;;;;Allgemein;
-vunjika;zerbrochen sein;;Verb;;0;;;;;;0;vunjika;kuvunjika;Allgemein;z.B.: Bein, Glas, Flasche
-vunjika;brechen;;Verb;;0;;;;;;0;vunjika;kuvunjika;Allgemein;z.B.: Bein, Glas, Flasche
-pasuka;geplatzt sein;;Verb;;0;;;;;;0;pasuka;kupasuka;Allgemein;z.B. Reifen, Eier, Schädel
-pasuka;zerissen sein;;Verb;;0;;;;;;0;pasuka;kupasuka;Allgemein;
-haribika;kaputt sein;;Verb;;0;;;;;;0;haribika;kuharibika;Allgemein;
-haribika;zerstört sein;;Verb;;0;;;;;;0;haribika;kuharibika;Allgemein;
-haribika;vernichtet sein;;Verb;;0;;;;;;0;haribika;kuharibika;Allgemein;
-haribika;verfallen sein;;Verb;;0;;;;;;0;haribika;kuharibika;Allgemein;
-haribika;unbrauchbar sein;;Verb;;0;;;;;;0;haribika;kuharibika;Allgemein;
-faulu;erfolgreich sein;;Verb;;0;;;;;;0;faulu;kufaulu;Allgemein;
-faulu;Erfolg haben;;Verb;;0;;;;;;0;faulu;kufaulu;Allgemein;
-faulu;sein Ziel erreichen;;Verb;;0;;;;;;0;faulu;kufaulu;Allgemein;
-faulu;gelingen;;Verb;;0;;;;;;0;faulu;kufaulu;Allgemein;
kinywaji;Getränk;;Substantiv;7/8;0;kinywaji;7;vinywaji;8;Getränke;0;;;Allgemein;
Unapenda kinywaji?;Möchtest Du etwas zu trinken?;;Beispiel;;0;;;;;;0;;;Allgemein;
tangu;von;;Sonstige;;0;;;;;;0;;;Allgemein;
tangu sasa;ab jetzt;;Sonstige;;0;;;;;;0;;;Allgemein;
siyo;es ist nicht;;Sonstige;;0;;;;;;0;;;Allgemein;
-fagia;fegen;;Verb;;;;;;;;0;fagia;kufagia;Allgemein;
-ondoka;aufbrechen;;Verb;;;;;;;;0;ondoka;kuondoka;Allgemein;
-gumu;schwer;;Adjektiv;;0;;;;;;0;;;Allgemein;
-maliza;fertig sein;;Verb;;0;;;;;;0;maliza;kumaliza;Allgemein;
-kutana;sich treffen;;Verb;;0;;;;;;0;kutana;kukutana;Allgemein;
kwa ajili hii;aus diesem Grund;;Sonstige;;;;;;;;;;;Allgemein;
kila;jede;;Sonstige;;;;;;;;;;;Allgemein;
nje;draussen;;Sonstige;;;;;;;;;;;Allgemein;
muda;Periode;;Substantiv;3;0;muda;3;;;;;;;Allgemein;
mguu;Fuss;;Substantiv;3/4;0;mguu;3;miguu;4;Füsse;0;;;Allgemein;
mfano;Modell;;Substantiv;3/4;0;mfano;3;mifano;4;Modelle;0;;;Allgemein;
-fahamu;wissen;;Verb;;;;;;;;0;fahamu;kufahamu;Allgemein;
habari;Information;;Substantiv;9/10;0;habari;9;habari;10;Informationen;;;;Allgemein;
-chukua;tragen;;Verb;;;;;;;;0;chukua;kuchukua;Allgemein;
-fika;herankommen;;Verb;;;;;;;;0;fika;kufika;Allgemein;
-pata;erhalten;;Verb;;;;;;;;0;pata;kupata;Allgemein;
-funga;zuschliessen;;Verb;;;;;;;;0;funga;kufunga;Allgemein;
-jua;kennen;;Verb;;;;;;;;0;jua;kujua;Allgemein;
shati;Hemd;;Substantiv;5/6;0;shati;5;mashati;6;Hemden;0;;;Allgemein;
-maliza;zu Ende führen;;Verb;;0;;;;;;0;maliza;kumaliza;Allgemein;
mafua;Schnupfen;;Substantiv;6;0;;;mafua;6;;0;;;Allgemein;
kikombe;Becher;;Substantiv;7/8;0;kikombe;7;vikombe;8;Becher;0;;;Allgemein;
kisahani;kleiner Teller;;Substantiv;7/8;0;kisahani;7;visahani;8;kleine Teller;;;;Allgemein;
Kiswahili ni lugha ngumu.;Kiswahili ist eine schwere Sprache.;;Beispiel;;0;;;;;;0;;;Allgemein;
-gumu;hart;;Adjektiv;;0;;;;;;0;;;Allgemein;
mafua;Bronchitis;;Substantiv;6;0;;;mafua;6;;0;;;Allgemein;
Ninaumwa mafua.;Ich bin erkältet.;;Beispiel;;0;;;;;;0;;;Allgemein;
mtaalamu wa kompyuta;Computerspezialist;;Substantiv;1/2;0;mtaalamu wa kompyuta;1;wataalamu wa kompyuta;2;Computerspezialisten;0;;;Allgemein;
mfano;Muster;;Substantiv;3/4;0;mfano;3;mifano;4;Muster;0;;;Allgemein;
mfano;Vorlage;;Substantiv;3/4;0;mfano;3;mifano;4;Vorlagen;0;;;Allgemein;
-kutana;zusammentreffen;;Verb;;0;;;;;;0;kutana;kukutana;Allgemein;
-fungua;öffnen;;Verb;;0;-fungua;;;;;0;fungua;kufungua;Allgemein;
kwa ajili hiyo;aus diesem Grund;;Sonstige;;;;;;;;;;;Allgemein;
-kutana;einander begegenen;;Verb;;0;;;;;;0;kutana;kukutana;Allgemein;
-fungua;lösen;;Verb;;0;-fungua;;;;;0;fungua;kufungua;Allgemein;
-maliza;aufhören;;Verb;;0;;;;;;0;maliza;kumaliza;Allgemein;
Atarudi baada dakika kidogo.;Er kommt in ein paar Minuten zurück.;;Beispiel;;0;;;;;;0;;;Allgemein;
mke wake na Joseph;die Frau von Joseph;;Ausdruck;;0;;;;;;0;;;Allgemein;
bure;umsonst;;Adjektiv;;0;;;;;;0;;;Allgemein;
bure;kostenlos;;Adjektiv;;0;;;;;;0;;;Allgemein;
bure;gratis;;Adjektiv;;0;;;;;;0;;;Allgemein;
bure;nutzlos;;Adjektiv;;0;;;;;;0;;;Allgemein;
bure;unentgeltlich;;Adjektiv;;0;;;;;;0;;;Allgemein;
Kwa wewe ni bure.;Für dich ist es umsonst.;;Beispiel;;0;;;;;;0;;;Allgemein;
zaidi;mehr;;Adverb;;0;;;;;;0;;;Allgemein;
zaidi;weitere;;Adverb;;0;;;;;;0;;;Allgemein;
zaidi ya;mehr als;;Adverb;;0;;;;;;0;;;Allgemein;
kubwa zaidi;grösser;;Sonstige;;0;;;;;;0;;;Allgemein;Bildung des Komperativs mit zaidi
-dogo zaidi;kleiner;;Sonstige;;0;;;;;;0;;;Allgemein;Bildung des Komperativs mit zaidi
kila mahali;überall;;Sonstige;;0;;;;;;0;;;Allgemein;
mfuko;Plastiktüte;;Substantiv;3/4;0;mfuko;3;mifuko;4;Plastiktüten;0;;;Allgemein;
mpira wa miguu;Fussball;;Substantiv;3/4;0;mpira wa miguu;3;mipira wa miguu;4;Fussbälle;0;;;Allgemein;
mpira;Fussball;;Substantiv;3/4;0;mpira;3;mipira;4;Fussbälle;0;;;Allgemein;
-cheza mpira;Fussball spielen;;Verb;;0;;3;;4;;0;cheza mpira;kucheza mpira;Allgemein;
mpira;Ball;;Substantiv;3/4;0;mpira;3;mipira;4;Bälle;0;;;Allgemein;
pancha;Reifenschaden;;Substantiv;9/10;0;pancha;9;pancha;10;Reifenschäden;0;;;Allgemein;
pancha;platter Reifen (&quot;Platten&quot;);;Substantiv;9/10;0;pancha;9;pancha;10;platte Reifen (&quot;Platten&quot;);0;;;Allgemein;
hewa;Luft;;Substantiv;9/10;0;hewa;9;hewa;10;Luft;0;;;Allgemein;
hewa;Atmosphäre;;Substantiv;9/10;0;hewa;9;hewa;10;Atmosphären;0;;;Allgemein;
-fagia;(trocken) wischen;;Verb;;;;;;;;0;fagia;kufagia;Allgemein;
-fagia;kehren;;Verb;;;;;;;;0;fagia;kufagia;Allgemein;
-ingia;hineingehen;;Verb;;;;;;;;0;ingia;kuingia;Allgemein;
-ingia;betreten;;Verb;;;;;;;;0;ingia;kuingia;Allgemein;
huruhusiwi;du darfst nicht;;Ausdruck;;;;;;;;;;;Allgemein;
hamruhusiwi;ihr dürft nicht;;Ausdruck;;;;;;;;;;;Allgemein;
alasiri;Nachmittag (15-17 Uhr);;Substantiv;9/10;0;alasiri;9;alasiri;10;Nachmittage;;;;Allgemein;
kisahani;Dessertteller;;Substantiv;7/8;0;kisahani;7;visahani;8;Dessertteller;;;;Allgemein;
muda;Zeitraum;;Substantiv;3;0;muda;3;;;;;;;Allgemein;
muda;Zeit;;Substantiv;3;0;muda;3;;;;;;;Allgemein;
Habari za muda?;Wie geht&#039;s in letzter Zeit?;;Beispiel;;;;;;;;;;;Gespräch, Telefon;
-ondoka;starten;;Verb;;;;;;;;0;ondoka;kuondoka;Allgemein;
-jua;verstehen;;Verb;;;;;;;;0;jua;kujua;Allgemein;
Tafadhali, naomba kujua bwana Mrope yuko wapi.;Entschuldigung, ich würde gerne wissen, wo Hr. Mrope ist.;;Beispiel;;;;;;;;;;;Allgemein;
Atarudi baada ya muda kidogo.;Er kommt gleich zurück.;;Beispiel;;;;;;;;;;;Allgemein;
-ishi;leben;;Verb;;;;;;;;0;ishi;kuishi;Allgemein;
-ishi;existieren;;Verb;;;;;;;;0;ishi;kuishi;Allgemein;
-ishi;bestehen;;Verb;;;;;;;;0;ishi;kuishi;Allgemein;
-ishi;wohnen;;Verb;;;;;;;;0;ishi;kuishi;Allgemein;
-ishi;dauern;;Verb;;;;;;;;0;ishi;kuishi;Allgemein;
-ishi;andauern;;Verb;;;;;;;;0;ishi;kuishi;Allgemein;
-fugua;züchten;;Verb;;;;;;;;0;fugua;kufugua;Pflanzen, Tiere;
-fugua;halten;;Verb;;;;;;;;0;fugua;kufugua;Allgemein;
-sahau;vergessen;;Verb;;;;;;;;0;sahau;kusahau;Allgemein;
-sahau;sich nicht erinnern;;Verb;;;;;;;;0;sahau;kusahau;Allgemein;
-sahau;[etw.] versäumen;;Verb;;;;;;;;0;sahau;kusahau;Allgemein;
-fika;erreichen;;Verb;;;;;;;;0;fika;kufika;Allgemein;
-fika;gelangen zu;;Verb;;;;;;;;0;fika;kufika;Allgemein;
-funga;abschliessen;;Verb;;;;;;;;0;funga;kufunga;Allgemein;
-funga;befestigen;;Verb;;;;;;;;0;funga;kufunga;Allgemein;
nini;was;;Sonstige;;;;;;;;;;;Allgemein;
kwa nini;warum;;Sonstige;;;;;;;;;;;Allgemein;
Una nini?;Was hast Du? (Was gibt&#039;s?);;Beispiel;;;;;;;;;;;Allgemein;
pia;auch;;Sonstige;;;;;;;;;;;Allgemein;
-fahamu;kennen;;Verb;;;;;;;;0;fahamu;kufahamu;Allgemein;
-fahamu;verstehen;;Verb;;;;;;;;0;fahamu;kufahamu;Allgemein;
rahisi;einfach;;Adjektiv;;;;;;;;;;;Allgemein;
rahisi;leicht zu bewältigen;;Adjektiv;;;;;;;;;;;Allgemein;
kila kitu;alles;;Sonstige;;;;;;;;;;;Allgemein;
kila kitu;jedes;;Sonstige;;;;;;;;;;;Allgemein;
kila;jedes;;Sonstige;;;;;;;;;;;Allgemein;
kila mtu;jeder (Mensch);;Sonstige;;;;;;;;;;;Allgemein;
kila mtu;alle (Menschen);;Sonstige;;;;;;;;;;;Allgemein;
-kumbusha;[jmdn.] erinnern;;Verb;;;;;;;;0;kumbusha;kukumbusha;Allgemein;
-kumbusha;[jmdm. etw.] ins Gedächtnis rufen;;Verb;;;;;;;;0;kumbusha;kukumbusha;Allgemein;
-kumbusha;mahnen;;Verb;;;;;;;;0;kumbusha;kukumbusha;Allgemein;
-azima;ausleihen;;Verb;;;;;;;;0;azima;kuazima;Allgemein;
-azima;borgen;;Verb;;;;;;;;0;azima;kuazima;Allgemein;
-azima;entleihen;;Verb;;;;;;;;0;azima;kuazima;Allgemein;
Ninakumbusha fedha ulioazima kutoka kwangu.;Ich möchte dich an das Geld erinnern, das du von mir geliehen hast.;;Beispiel;;;;;;;;;;;Allgemein;
Umeshindaje?;Wie war dein Tag?;;Beispiel;;;;;;;;;;;Allgemein;
kiwanja cha ndege;Flughafen;;Substantiv;7/8;0;kiwanja cha ndege;7;viwanja vya ndege;8;Flughäfen;;;;Allgemein;
kiwanja cha ndege;Flugplatz;;Substantiv;7/8;0;kiwanja cha ndege;7;viwanja vya ndege;8;Flugplätze;;;;Allgemein;
kiwanja cha michezo;Sportplatz;;Substantiv;7/8;0;kiwanja cha michezo;7;viwanja vya michezo;8;Sportplätze;;;;Allgemein;
kiwanja cha mpira;Fussballplatz;;Substantiv;7/8;0;kiwanja cha mpira;7;viwanja vya mpira;8;Fussballplätze;;;;Allgemein;
taarifa;Mitteilung;;Substantiv;9/10;0;taarifa;9;taarifa;10;Mitteilungen;;;;Allgemein;
taarifa;Nachricht;;Substantiv;9/10;0;taarifa;9;taarifa;10;Nachrichten;;;;Allgemein;
taarifa;Erklärung;;Substantiv;9/10;0;taarifa;9;taarifa;10;Erklärungen;;;;Allgemein;
taarifa ya habari;Nachrichten;;Substantiv;9/10;0;taarifa ya habari;9;taarifa za habari;10;Nachrichten;;;;Allgemein;
taarifa ya habari;Nachrichtensendung;;Substantiv;9/10;0;taarifa ya habari;9;taarifa za habari;10;Nachrichtensendungen;;;;Allgemein;
michezo;Sport;;Substantiv;4;0;;;michezo;4;;;;;Allgemein;
